match_no,date,season,competition,stage,home_or_away,home_team,away_team,win_or_loss,goals,assists,mins_played,abs_rating,shots,shots_on_target,key_passes,motm,final_remarks,Name,Team
m_230,2010-01-10,09/10,La Liga,,A,Tenerife,Barcelona,win,3,1,90,10.0,5.0,3.0,3.0,Yes,"2 inside box goal, 1 outside box goal, 2 left foot goal, 1 right foot goal",Messi,Barcelona
m_229,2010-01-05,09/10,Copa del Rey,R16,H,Barcelona,Sevilla,loss,0,0,90,,,,,,,Messi,Barcelona
m_228,2009-12-19,09/10,Club World Cup,Final,N,Barcelona,Estudiantes,win,1,0,120,,,,,,"1 inside box goal, 1 other goal",Messi,Barcelona
m_227,2009-12-16,09/10,Club World Cup,SF,N,Barcelona,Atlante F.C.,win,1,0,37,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_226,2009-12-09,09/10,Champs League,Group,A,Dynamo Kyiv,Barcelona,win,1,0,90,9.25,6.0,3.0,2.0,Yes,"1 free kick goal, 1 left foot goal",Messi,Barcelona
m_225,2009-12-05,09/10,La Liga,,A,Deportivo La Coruna,Barcelona,win,2,0,90,10.0,9.0,5.0,1.0,Yes,"1 inside box goal, 1 outside box goal, 1 left foot goal, 1 header goal",Messi,Barcelona
m_224,2009-12-02,09/10,La Liga,,A,Xerez,Barcelona,win,0,1,35,7.64,1.0,0.0,1.0,No,,Messi,Barcelona
m_223,2009-11-29,09/10,La Liga,,H,Barcelona,Real Madrid,win,0,0,90,8.53,1.0,1.0,1.0,Yes,,Messi,Barcelona
m_222,2009-11-21,09/10,La Liga,,A,Athletic Bilbao,Barcelona,draw,0,0,76,7.31,3.0,2.0,2.0,No,,Messi,Barcelona
m_221,2009-11-14,09/10,International Friendly,,A,Spain,Argentina,loss,1,0,84,,,,,,"1 pen goal, 1 left foot goal",Messi,Argentina
m_220,2009-11-10,09/10,Copa del Rey,R32,H,Barcelona,Cultural Leonesa,win,1,0,31,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_219,2009-11-07,09/10,La Liga,,H,Barcelona,Mallorca,win,1,0,39,7.28,2.0,1.0,1.0,No,"1 pen goal, 1 left foot goal",Messi,Barcelona
m_218,2009-11-04,09/10,Champs League,Group,A,Rubin Kazan,Barcelona,draw,0,0,90,7.5,3.0,0.0,2.0,No,,Messi,Barcelona
m_217,2009-10-31,09/10,La Liga,,A,Osasuna,Barcelona,draw,0,0,90,8.1,7.0,4.0,0.0,No,,Messi,Barcelona
m_216,2009-10-25,09/10,La Liga,,H,Barcelona,Real Zaragoza,win,1,1,90,10.0,7.0,5.0,1.0,No,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_215,2009-10-20,09/10,Champs League,Group,H,Barcelona,Rubin Kazan,loss,0,0,90,7.98,4.0,2.0,3.0,No,,Messi,Barcelona
m_214,2009-10-17,09/10,La Liga,,A,Valencia,Barcelona,draw,0,0,90,6.59,2.0,1.0,1.0,No,,Messi,Barcelona
m_213,2009-10-15,09/10,World Cup Qualifier,,A,Uruguay,Argentina,win,0,0,85,,,,,,,Messi,Argentina
m_212,2009-10-11,09/10,World Cup Qualifier,,H,Argentina,Peru,win,0,0,90,,,,,,,Messi,Argentina
m_211,2009-10-03,09/10,La Liga,,H,Barcelona,Almeria,win,0,0,90,7.62,3.0,1.0,3.0,No,,Messi,Barcelona
m_210,2009-09-29,09/10,Champs League,Group,H,Barcelona,Dynamo Kyiv,win,1,0,90,9.03,4.0,2.0,1.0,Yes,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_209,2009-09-26,09/10,La Liga,,A,Malaga,Barcelona,win,0,1,90,8.16,3.0,2.0,2.0,No,,Messi,Barcelona
m_208,2009-09-22,09/10,La Liga,,A,Racing Santander,Barcelona,win,2,1,64,10.0,4.0,2.0,3.0,Yes,"1 inside box goal, 1 outside box goal, 2 left foot goal",Messi,Barcelona
m_207,2009-09-19,09/10,La Liga,,H,Barcelona,Atletico Madrid,win,2,1,90,10.0,2.0,2.0,1.0,Yes,"2 inside box goal, 1 left foot goal, 1 right foot goal",Messi,Barcelona
m_206,2009-09-16,09/10,Champs League,Group,A,Inter Milan,Barcelona,draw,0,0,90,7.69,6.0,3.0,1.0,No,,Messi,Barcelona
m_205,2009-09-12,09/10,La Liga,,A,Getafe,Barcelona,win,1,0,32,7.86,2.0,2.0,0.0,No,"1 inside box goal, 1 header goal",Messi,Barcelona
m_204,2009-09-10,09/10,World Cup Qualifier,,A,Paraguay,Argentina,loss,0,0,90,,,,,,,Messi,Argentina
m_203,2009-09-06,09/10,World Cup Qualifier,,H,Argentina,Brazil,loss,0,0,90,,,,,,,Messi,Argentina
m_202,2009-08-28,09/10,UEFA Super Cup,Final,N,Barcelona,Shakhtar Donetsk,win,0,1,120,,,,,,,Messi,Barcelona
m_201,2009-08-23,09/10,Supercopa de Espana,Final,H,Barcelona,Athletic Bilbao,win,2,0,90,,,,,,"1 pen goal, 1 inside box goal, 1 left foot goal, 1 right foot goal",Messi,Barcelona
m_200,2009-06-10,08/09,World Cup Qualifier,,A,Ecuador,Argentina,loss,0,0,90,,,,,,,Messi,Argentina
m_199,2009-06-06,08/09,World Cup Qualifier,,H,Argentina,Colombia,win,0,0,90,,,,,,,Messi,Argentina
m_198,2009-05-27,08/09,Champs League,Final,N,Barcelona,Manchester United,win,1,0,90,,,,,,"1 inside box goal, 1 header goal",Messi,Barcelona
m_197,2009-05-13,08/09,Copa del Rey,Final,N,Barcelona,Athletic Bilbao,win,1,1,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_196,2009-05-10,08/09,La Liga,,H,Barcelona,Villarreal,draw,0,0,90,,,,,,,Messi,Barcelona
m_195,2009-05-06,08/09,Champs League,SF,A,Chelsea,Barcelona,draw,0,1,90,,,,,,,Messi,Barcelona
m_194,2009-05-02,08/09,La Liga,,A,Real Madrid,Barcelona,win,2,1,90,,,,,,"2 inside box goal, 2 left foot goal",Messi,Barcelona
m_193,2009-04-28,08/09,Champs League,SF,H,Barcelona,Chelsea,draw,0,0,90,,,,,,,Messi,Barcelona
m_192,2009-04-25,08/09,La Liga,,A,Valencia,Barcelona,draw,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_191,2009-04-18,08/09,La Liga,,A,Getafe,Barcelona,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_190,2009-04-14,08/09,Champs League,QF,A,Bayern Munich,Barcelona,draw,0,0,90,,,,,,,Messi,Barcelona
m_189,2009-04-11,08/09,La Liga,,H,Barcelona,Huelva,win,0,0,90,,,,,,1 pen missed,Messi,Barcelona
m_188,2009-04-08,08/09,Champs League,QF,H,Barcelona,Bayern Munich,win,2,1,90,,,,,,"2 inside box goal, 1 left foot goal, 1 right foot goal",Messi,Barcelona
m_187,2009-04-04,08/09,La Liga,,A,Real Valladolid,Barcelona,win,0,0,31,,,,,,,Messi,Barcelona
m_186,2009-04-01,08/09,World Cup Qualifier,,A,Bolivia,Argentina,loss,0,0,90,,,,,,,Messi,Argentina
m_185,2009-03-28,08/09,World Cup Qualifier,,H,Argentina,Venezuela,win,1,1,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Argentina
m_184,2009-03-22,08/09,La Liga,,H,Barcelona,Malaga,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Messi,Barcelona
m_183,2009-03-15,08/09,La Liga,,A,Almeria,Barcelona,win,0,0,90,,,,,,,Messi,Barcelona
m_182,2009-03-11,08/09,Champs League,R16,H,Barcelona,Lyon,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_181,2009-03-07,08/09,La Liga,,H,Barcelona,Athletic Bilbao,win,1,0,90,,,,,,"1 pen goal, 1 left foot goal",Messi,Barcelona
m_180,2009-03-04,08/09,Copa del Rey,SF,A,Mallorca,Barcelona,draw,1,0,33,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_179,2009-03-01,08/09,La Liga,,A,Atletico Madrid,Barcelona,loss,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_178,2009-02-24,08/09,Champs League,R16,A,Lyon,Barcelona,draw,0,0,90,,,,,,,Messi,Barcelona
m_177,2009-02-21,08/09,La Liga,,H,Barcelona,Espanyol,loss,0,0,90,,,,,,,Messi,Barcelona
m_176,2009-02-14,08/09,La Liga,,A,Real Betis,Barcelona,draw,0,0,33,,,,,,,Messi,Barcelona
m_175,2009-02-11,08/09,International Friendly,,A,France,Argentina,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Argentina
m_174,2009-02-08,08/09,La Liga,,H,Barcelona,Sporting Gijon,win,0,2,90,,,,,,,Messi,Barcelona
m_173,2009-02-05,08/09,Copa del Rey,SF,H,Barcelona,Mallorca,win,0,0,36,,,,,,,Messi,Barcelona
m_172,2009-02-01,08/09,La Liga,,A,Racing Santander,Barcelona,win,2,0,31,,,,,,"2 inside box goal, 2 right foot goal",Messi,Barcelona
m_171,2009-01-29,08/09,Copa del Rey,QF,H,Barcelona,Espanyol,win,0,0,90,,,,,,,Messi,Barcelona
m_170,2009-01-24,08/09,La Liga,,H,Barcelona,Numancia,win,2,1,90,,,,,,"2 inside box goal, 1 left foot goal, 1 right foot goal",Messi,Barcelona
m_169,2009-01-21,08/09,Copa del Rey,QF,A,Espanyol,Barcelona,draw,0,0,17,,,,,,,Messi,Barcelona
m_168,2009-01-17,08/09,La Liga,,H,Barcelona,Deportivo La Coruna,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_167,2009-01-14,08/09,Copa del Rey,R16,H,Barcelona,Atletico Madrid,win,0,0,20,,,,,,,Messi,Barcelona
m_166,2009-01-11,08/09,La Liga,,A,Osasuna,Barcelona,win,1,1,90,,,,,,"1 outside box goal, 1 left foot goal",Messi,Barcelona
m_165,2009-01-06,08/09,Copa del Rey,R16,A,Atletico Madrid,Barcelona,win,3,0,81,,,,,,"1 pen goal, 2 inside box goal, 2 left foot goal, 1 right foot goal",Messi,Barcelona
m_164,2008-12-21,08/09,La Liga,,A,Villarreal,Barcelona,win,0,0,90,,,,,,,Messi,Barcelona
m_163,2008-12-13,08/09,La Liga,,H,Barcelona,Real Madrid,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_162,2008-12-06,08/09,La Liga,,H,Barcelona,Valencia,win,0,0,82,,,,,,,Messi,Barcelona
m_161,2008-11-29,08/09,La Liga,,A,Sevilla,Barcelona,win,2,0,90,,,,,,"2 outside box goal, 2 left foot goal",Messi,Barcelona
m_160,2008-11-26,08/09,Champs League,Group,A,Sporting CP,Barcelona,win,1,1,57,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_159,2008-11-16,08/09,La Liga,,A,Huelva,Barcelona,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_158,2008-11-12,08/09,Copa del Rey,R32,H,Barcelona,Benidorm,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal, 1 pen missed",Messi,Barcelona
m_157,2008-11-08,08/09,La Liga,,H,Barcelona,Real Valladolid,win,0,1,90,,,,,,,Messi,Barcelona
m_156,2008-11-04,08/09,Champs League,Group,H,Barcelona,FC Basel,draw,1,0,30,,,,,,"1 outside box goal, 1 left foot goal",Messi,Barcelona
m_155,2008-11-01,08/09,La Liga,,A,Malaga,Barcelona,win,1,0,79,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_154,2008-10-25,08/09,La Liga,,H,Barcelona,Almeria,win,0,2,90,,,,,,,Messi,Barcelona
m_153,2008-10-22,08/09,Champs League,Group,A,FC Basel,Barcelona,win,1,2,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_152,2008-10-16,08/09,World Cup Qualifier,,A,Chile,Argentina,loss,0,0,90,,,,,,,Messi,Argentina
m_151,2008-10-11,08/09,World Cup Qualifier,,H,Argentina,Uruguay,win,1,0,88,,,,,,"1 inside box goal, 1 header goal",Messi,Argentina
m_150,2008-10-04,08/09,La Liga,,H,Barcelona,Atletico Madrid,win,1,0,70,,,,,,"1 free kick goal, 1 left foot goal",Messi,Barcelona
m_149,2008-10-01,08/09,Champs League,Group,A,Shakhtar Donetsk,Barcelona,win,2,0,30,,,,,,"2 inside box goal, 1 left foot goal, 1 right foot goal",Messi,Barcelona
m_148,2008-09-27,08/09,La Liga,,A,Espanyol,Barcelona,win,1,0,90,,,,,,"1 pen goal, 1 left foot goal",Messi,Barcelona
m_147,2008-09-24,08/09,La Liga,,H,Barcelona,Real Betis,win,0,2,90,,,,,,,Messi,Barcelona
m_146,2008-09-21,08/09,La Liga,,A,Sporting Gijon,Barcelona,win,2,1,90,,,,,,"2 inside box goal, 1 left foot goal, 1 header goal",Messi,Barcelona
m_145,2008-09-16,08/09,Champs League,Group,H,Barcelona,Sporting CP,win,0,0,90,,,,,,,Messi,Barcelona
m_144,2008-09-13,08/09,La Liga,,H,Barcelona,Racing Santander,draw,1,0,32,,,,,,"1 pen goal, 1 left foot goal",Messi,Barcelona
m_143,2008-09-11,08/09,World Cup Qualifier,,A,Peru,Argentina,draw,0,0,90,,,,,,,Messi,Argentina
m_142,2008-09-06,08/09,World Cup Qualifier,,H,Argentina,Paraguay,draw,0,1,90,,,,,,,Messi,Argentina
m_141,2008-08-31,08/09,La Liga,,A,Numancia,Barcelona,loss,0,0,90,,,,,,,Messi,Barcelona
m_140,2008-06-19,07/08,World Cup Qualifier,,A,Brazil,Argentina,draw,0,0,90,,,,,,,Messi,Argentina
m_139,2008-06-15,07/08,World Cup Qualifier,,H,Argentina,Ecuador,draw,0,0,90,,,,,,,Messi,Argentina
m_138,2008-06-08,07/08,International Friendly,,A,USA,Argentina,draw,0,0,45,,,,,,,Messi,Argentina
m_137,2008-06-04,07/08,International Friendly,,N,Argentina,Mexico,win,1,1,84,,,,,,"1 inside box goal, 1 left foot goal",Messi,Argentina
m_136,2008-05-17,07/08,La Liga,,A,Real Murcia,Barcelona,win,0,2,90,,,,,,,Messi,Barcelona
m_135,2008-05-11,07/08,La Liga,,H,Barcelona,Mallorca,loss,0,0,62,,,,,,,Messi,Barcelona
m_134,2008-05-07,07/08,La Liga,,A,Real Madrid,Barcelona,loss,0,1,90,,,,,,,Messi,Barcelona
m_133,2008-05-04,07/08,La Liga,,H,Barcelona,Valencia,win,1,1,90,,,,,,"1 pen goal, 1 left foot goal",Messi,Barcelona
m_132,2008-04-29,07/08,Champs League,SF,A,Manchester United,Barcelona,loss,0,0,90,,,,,,,Messi,Barcelona
m_131,2008-04-23,07/08,Champs League,SF,H,Barcelona,Manchester United,draw,0,0,61,,,,,,,Messi,Barcelona
m_130,2008-04-19,07/08,La Liga,,H,Barcelona,Espanyol,draw,0,0,45,,,,,,,Messi,Barcelona
m_129,2008-04-12,07/08,La Liga,,A,Huelva,Barcelona,draw,0,0,26,,,,,,,Messi,Barcelona
m_128,2008-03-04,07/08,Champs League,R16,H,Barcelona,Celtic,win,0,0,38,,,,,,,Messi,Barcelona
m_127,2008-03-01,07/08,La Liga,,A,Atletico Madrid,Barcelona,loss,0,0,33,,,,,,,Messi,Barcelona
m_126,2008-02-27,07/08,Copa del Rey,SF,H,Barcelona,Valencia,draw,0,0,90,,,,,,,Messi,Barcelona
m_125,2008-02-24,07/08,La Liga,,H,Barcelona,Levante,win,1,2,81,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_124,2008-02-20,07/08,Champs League,R16,A,Celtic,Barcelona,win,2,0,90,,,,,,"2 inside box goal, 2 left foot goal",Messi,Barcelona
m_123,2008-02-16,07/08,La Liga,,A,Real Zaragoza,Barcelona,win,0,0,80,,,,,,,Messi,Barcelona
m_122,2008-02-09,07/08,La Liga,,A,Sevilla,Barcelona,draw,0,1,90,,,,,,,Messi,Barcelona
m_121,2008-02-03,07/08,La Liga,,H,Barcelona,Osasuna,win,0,0,67,,,,,,,Messi,Barcelona
m_120,2008-01-31,07/08,Copa del Rey,QF,H,Barcelona,Villarreal,win,0,0,90,,,,,,1 pen missed,Messi,Barcelona
m_119,2008-01-27,07/08,La Liga,,A,Athletic Bilbao,Barcelona,draw,0,0,90,,,,,,,Messi,Barcelona
m_118,2008-01-24,07/08,Copa del Rey,QF,A,Villarreal,Barcelona,draw,0,0,45,,,,,,,Messi,Barcelona
m_117,2008-01-20,07/08,La Liga,,H,Barcelona,Racing Santander,win,0,0,24,,,,,,,Messi,Barcelona
m_116,2007-12-15,07/08,La Liga,,A,Valencia,Barcelona,win,0,2,45,,,,,,,Messi,Barcelona
m_115,2007-12-09,07/08,La Liga,,H,Barcelona,Deportivo La Coruna,win,0,0,90,,,,,,,Messi,Barcelona
m_114,2007-12-01,07/08,La Liga,,A,Espanyol,Barcelona,draw,0,1,90,,,,,,,Messi,Barcelona
m_113,2007-11-27,07/08,Champs League,Group,A,Lyon,Barcelona,draw,1,0,90,,,,,,"1 pen goal, 1 left foot goal",Messi,Barcelona
m_112,2007-11-24,07/08,La Liga,,H,Barcelona,Huelva,win,1,0,90,,,,,,"1 pen goal, 1 left foot goal",Messi,Barcelona
m_111,2007-11-21,07/08,World Cup Qualifier,,A,Colombia,Argentina,loss,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Argentina
m_110,2007-11-17,07/08,World Cup Qualifier,,H,Argentina,Bolivia,win,0,1,90,,,,,,,Messi,Argentina
m_109,2007-11-10,07/08,La Liga,,A,Getafe,Barcelona,loss,0,0,72,,,,,,,Messi,Barcelona
m_108,2007-11-07,07/08,Champs League,Group,H,Barcelona,Glasgow Rangers,win,1,1,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_107,2007-11-04,07/08,La Liga,,H,Barcelona,Real Betis,win,0,0,90,,,,,,,Messi,Barcelona
m_106,2007-11-01,07/08,La Liga,,A,Real Valladolid,Barcelona,draw,0,0,90,,,,,,,Messi,Barcelona
m_105,2007-10-28,07/08,La Liga,,H,Barcelona,Almeria,win,1,0,15,,,,,,"1 pen goal, 1 left foot goal",Messi,Barcelona
m_104,2007-10-23,07/08,Champs League,Group,A,Glasgow Rangers,Barcelona,draw,0,0,90,,,,,,,Messi,Barcelona
m_103,2007-10-20,07/08,La Liga,,A,Villarreal,Barcelona,loss,0,1,90,,,,,,,Messi,Barcelona
m_102,2007-10-17,07/08,World Cup Qualifier,,A,Venezuela,Argentina,win,1,0,90,,,,,,"1 outside box goal, 1 left foot goal",Messi,Argentina
m_101,2007-10-13,07/08,World Cup Qualifier,,H,Argentina,Chile,win,0,0,84,,,,,,,Messi,Argentina
m_100,2007-10-07,07/08,La Liga,,H,Barcelona,Atletico Madrid,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_99,2007-10-02,07/08,Champs League,Group,A,VfB Stuttgart,Barcelona,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Messi,Barcelona
m_98,2007-09-29,07/08,La Liga,,A,Levante,Barcelona,win,1,1,52,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_97,2007-09-26,07/08,La Liga,,H,Barcelona,Real Zaragoza,win,2,0,83,,,,,,"1 inside box goal, 1 outside box goal, 2 left foot goal",Messi,Barcelona
m_96,2007-09-22,07/08,La Liga,,H,Barcelona,Sevilla,win,2,0,89,,,,,,"1 pen goal, 1 inside box goal, 2 left foot goal",Messi,Barcelona
m_95,2007-09-19,07/08,Champs League,Group,H,Barcelona,Lyon,win,1,0,88,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_94,2007-09-11,07/08,International Friendly,,A,Australia,Argentina,win,0,1,89,,,,,,,Messi,Argentina
m_93,2007-09-02,07/08,La Liga,,H,Barcelona,Athletic Bilbao,win,0,0,90,,,,,,,Messi,Barcelona
m_92,2007-08-26,07/08,La Liga,,A,Racing Santander,Barcelona,draw,0,0,62,,,,,,,Messi,Barcelona
m_91,2007-08-22,07/08,International Friendly,,A,Norway,Argentina,loss,0,0,90,,,,,,,Messi,Argentina
m_90,2007-07-15,06/07,Copa America,Final,N,Argentina,Brazil,loss,0,0,90,,,,,,,Messi,Argentina
m_89,2007-07-12,06/07,Copa America,SF,N,Argentina,Mexico,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Argentina
m_88,2007-07-09,06/07,Copa America,QF,N,Argentina,Peru,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Argentina
m_87,2007-07-06,06/07,Copa America,Group,N,Argentina,Paraguay,win,0,0,25,,,,,,,Messi,Argentina
m_86,2007-07-03,06/07,Copa America,Group,N,Argentina,Colombia,win,0,0,82,,,,,,,Messi,Argentina
m_85,2007-06-29,06/07,Copa America,Group,N,Argentina,USA,win,0,1,78,,,,,,,Messi,Argentina
m_84,2007-06-17,06/07,La Liga,,A,Gimnastic,Barcelona,win,2,1,82,,,,,,"1 inside box goal, 1 outside box goal, 2 left foot goal",Messi,Barcelona
m_83,2007-06-09,06/07,La Liga,,H,Barcelona,Espanyol,draw,2,0,90,,,,,,"2 inside box goal, 1 right foot goal, 1 other goal",Messi,Barcelona
m_82,2007-06-05,06/07,International Friendly,,N,Argentina,Algeria,win,2,0,90,,,,,,"1 pen goal, 1 inside box goal, 2 left foot goal",Messi,Argentina
m_81,2007-06-02,06/07,International Friendly,,A,Switzerland,Argentina,draw,0,1,89,,,,,,,Messi,Argentina
m_80,2007-05-26,06/07,La Liga,,H,Barcelona,Getafe,win,0,0,89,,,,,,,Messi,Barcelona
m_79,2007-05-20,06/07,La Liga,,A,Atletico Madrid,Barcelona,win,2,0,90,,,,,,"2 inside box goal, 2 left foot goal",Messi,Barcelona
m_78,2007-05-13,06/07,La Liga,,H,Barcelona,Real Betis,draw,0,0,75,,,,,,,Messi,Barcelona
m_77,2007-05-05,06/07,La Liga,,A,Real Sociedad,Barcelona,win,0,0,90,,,,,,,Messi,Barcelona
m_76,2007-04-29,06/07,La Liga,,H,Barcelona,Levante,win,0,0,90,,,,,,,Messi,Barcelona
m_75,2007-04-22,06/07,La Liga,,A,Villarreal,Barcelona,loss,0,0,90,,,,,,,Messi,Barcelona
m_74,2007-04-18,06/07,Copa del Rey,SF,H,Barcelona,Getafe,win,2,1,76,,,,,,"2 inside box goal, 1 left foot goal, 1 right foot goal",Messi,Barcelona
m_73,2007-04-15,06/07,La Liga,,H,Barcelona,Mallorca,win,0,0,90,,,,,,,Messi,Barcelona
m_72,2007-04-07,06/07,La Liga,,A,Real Zaragoza,Barcelona,loss,0,0,90,,,,,,,Messi,Barcelona
m_71,2007-03-31,06/07,La Liga,,H,Barcelona,Deportivo La Coruna,win,1,0,85,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_70,2007-03-17,06/07,La Liga,,A,Huelva,Barcelona,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_69,2007-03-10,06/07,La Liga,,H,Barcelona,Real Madrid,draw,3,0,90,,,,,,"3 inside box goal, 3 left foot goal",Messi,Barcelona
m_68,2007-03-06,06/07,Champs League,R16,A,Liverpool,Barcelona,win,0,0,90,,,,,,,Messi,Barcelona
m_67,2007-03-03,06/07,La Liga,,A,Sevilla,Barcelona,loss,0,0,71,,,,,,,Messi,Barcelona
m_66,2007-02-28,06/07,Copa del Rey,QF,A,Real Zaragoza,Barcelona,win,0,0,90,,,,,,,Messi,Barcelona
m_65,2007-02-25,06/07,La Liga,,H,Barcelona,Athletic Bilbao,win,0,0,23,,,,,,,Messi,Barcelona
m_64,2007-02-21,06/07,Champs League,R16,H,Barcelona,Liverpool,loss,0,0,90,,,,,,,Messi,Barcelona
m_63,2007-02-18,06/07,La Liga,,A,Valencia,Barcelona,loss,0,0,34,,,,,,,Messi,Barcelona
m_62,2007-02-11,06/07,La Liga,,H,Barcelona,Racing Santander,win,0,0,22,,,,,,,Messi,Barcelona
m_61,2006-11-12,06/07,La Liga,,H,Barcelona,Real Zaragoza,win,0,0,23,,,,,,,Messi,Barcelona
m_60,2006-11-04,06/07,La Liga,,A,Deportivo La Coruna,Barcelona,draw,0,0,90,,,,,,,Messi,Barcelona
m_59,2006-10-31,06/07,Champs League,Group,H,Barcelona,Chelsea,draw,0,0,90,,,,,,,Messi,Barcelona
m_58,2006-10-22,06/07,La Liga,,A,Real Madrid,Barcelona,loss,0,0,90,,,,,,,Messi,Barcelona
m_57,2006-10-18,06/07,Champs League,Group,A,Chelsea,Barcelona,loss,0,0,90,,,,,,,Messi,Barcelona
m_56,2006-10-15,06/07,La Liga,,H,Barcelona,Sevilla,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Messi,Barcelona
m_55,2006-10-11,06/07,International Friendly,,A,Spain,Argentina,loss,0,0,61,,,,,,,Messi,Argentina
m_54,2006-09-30,06/07,La Liga,,A,Athletic Bilbao,Barcelona,win,0,0,90,,,,,,,Messi,Barcelona
m_53,2006-09-27,06/07,Champs League,Group,A,Werder Bremen,Barcelona,draw,1,0,25,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_52,2006-09-24,06/07,La Liga,,H,Barcelona,Valencia,draw,0,0,85,,,,,,,Messi,Barcelona
m_51,2006-09-17,06/07,La Liga,,A,Racing Santander,Barcelona,win,0,0,65,,,,,,,Messi,Barcelona
m_50,2006-09-09,06/07,La Liga,,H,Barcelona,Osasuna,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_49,2006-09-03,06/07,International Friendly,,N,Argentina,Brazil,loss,0,0,90,,,,,,,Messi,Argentina
m_48,2006-08-28,06/07,La Liga,,A,Celta Vigo,Barcelona,win,1,1,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_47,2006-08-25,06/07,UEFA Super Cup,Final,N,Barcelona,Sevilla,loss,0,0,90,,,,,,,Messi,Barcelona
m_46,2006-08-20,06/07,Supercopa de Espana,Final,H,Barcelona,Espanyol,win,0,0,90,,,,,,,Messi,Barcelona
m_45,2006-08-17,06/07,Supercopa de Espana,Final,A,Espanyol,Barcelona,win,0,0,30,,,,,,,Messi,Barcelona
m_44,2006-06-24,05/06,World Cup,R16,N,Argentina,Mexico,win,0,0,36,6.9,0.0,0.0,0.0,No,,Messi,Argentina
m_43,2006-06-21,05/06,World Cup,Group,N,Argentina,Netherlands,draw,0,0,69,6.4,1.0,1.0,3.0,No,,Messi,Argentina
m_42,2006-06-16,05/06,World Cup,Group,N,Argentina,Serbia,win,1,1,16,8.8,1.0,1.0,2.0,Yes,"1 inside box goal, 1 right foot goal",Messi,Argentina
m_41,2006-05-30,05/06,International Friendly,,N,Argentina,Angola,win,0,0,27,,,,,,,Messi,Argentina
m_40,2006-03-07,05/06,Champs League,R16,H,Barcelona,Chelsea,draw,0,0,25,,,,,,,Messi,Barcelona
m_39,2006-03-01,05/06,International Friendly,,N,Argentina,Croatia,loss,1,1,90,,,,,,"1 outside box goal, 1 left foot goal",Messi,Argentina
m_38,2006-02-25,05/06,La Liga,,A,Real Zaragoza,Barcelona,win,0,0,70,,,,,,,Messi,Barcelona
m_37,2006-02-22,05/06,Champs League,R16,A,Chelsea,Barcelona,win,0,0,90,,,,,,,Messi,Barcelona
m_36,2006-02-18,05/06,La Liga,,H,Barcelona,Real Betis,win,1,0,13,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_35,2006-02-05,05/06,La Liga,,H,Barcelona,Atletico Madrid,loss,0,0,45,,,,,,,Messi,Barcelona
m_34,2006-02-01,05/06,Copa del Rey,QF,H,Barcelona,Real Zaragoza,win,1,0,90,,,,,,"1 inside box goal, 1 header goal",Messi,Barcelona
