match_no,date,season,competition,stage,home_or_away,home_team,away_team,win_or_loss,goals,assists,mins_played,abs_rating,shots,shots_on_target,key_passes,motm,final_remarks,Name,Team
m_33,2006-01-29,05/06,La Liga,,A,Mallorca,Barcelona,win,2,0,18,,,,,,"2 inside box goal, 1 left foot goal, 1 right foot goal",Messi,Barcelona
m_32,2006-01-26,05/06,Copa del Rey,QF,A,Real Zaragoza,Barcelona,loss,0,0,90,,,,,,,Messi,Barcelona
m_31,2006-01-22,05/06,La Liga,,H,Barcelona,Alaves,win,1,0,17,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_30,2006-01-15,05/06,La Liga,,H,Barcelona,Athletic Bilbao,win,1,0,83,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_29,2006-01-07,05/06,La Liga,,A,Espanyol,Barcelona,win,0,0,78,,,,,,,Messi,Barcelona
m_28,2005-12-20,05/06,La Liga,,H,Barcelona,Celta Vigo,win,0,0,67,,,,,,,Messi,Barcelona
m_27,2005-12-17,05/06,La Liga,,A,Cadiz,Barcelona,win,0,1,82,,,,,,,Messi,Barcelona
m_26,2005-12-11,05/06,La Liga,,H,Barcelona,Sevilla,win,0,0,63,,,,,,,Messi,Barcelona
m_25,2005-12-04,05/06,La Liga,,A,Villarreal,Barcelona,win,0,0,81,,,,,,,Messi,Barcelona
m_24,2005-11-27,05/06,La Liga,,H,Barcelona,Racing Santander,win,1,0,67,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_23,2005-11-19,05/06,La Liga,,A,Real Madrid,Barcelona,win,0,1,70,,,,,,,Messi,Barcelona
m_22,2005-11-16,05/06,International Friendly,,A,Qatar,Argentina,win,0,1,81,,,,,,,Messi,Argentina
m_21,2005-11-06,05/06,La Liga,,A,Getafe,Barcelona,win,0,0,21,,,,,,,Messi,Barcelona
m_20,2005-11-02,05/06,Champs League,Group,H,Barcelona,Panathinaikos,win,1,1,90,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_19,2005-10-26,05/06,La Liga,,H,Barcelona,Malaga,win,0,0,28,,,,,,,Messi,Barcelona
m_18,2005-10-22,05/06,La Liga,,H,Barcelona,Osasuna,win,0,0,90,,,,,,,Messi,Barcelona
m_17,2005-10-18,05/06,Champs League,Group,A,Panathinaikos,Barcelona,draw,0,0,23,,,,,,,Messi,Barcelona
m_16,2005-10-12,05/06,World Cup Qualifier,,A,Uruguay,Argentina,loss,0,0,11,,,,,,,Messi,Argentina
m_15,2005-10-09,05/06,World Cup Qualifier,,H,Argentina,Peru,win,0,0,90,,,,,,,Messi,Argentina
m_14,2005-10-01,05/06,La Liga,,H,Barcelona,Real Zaragoza,draw,0,0,24,,,,,,,Messi,Barcelona
m_13,2005-09-27,05/06,Champs League,Group,H,Barcelona,Udinese,win,0,0,69,,,,,,,Messi,Barcelona
m_12,2005-09-14,05/06,Champs League,Group,A,Werder Bremen,Barcelona,win,0,0,24,,,,,,,Messi,Barcelona
m_11,2005-09-03,05/06,World Cup Qualifier,,A,Paraguay,Argentina,loss,0,0,10,,,,,,,Messi,Argentina
m_10,2005-08-17,05/06,International Friendly,,A,Hungary,Argentina,win,0,0,1,,,,,,,Messi,Argentina
m_9,2005-05-01,04/05,La Liga,,H,Barcelona,Albacete Balompie,win,1,0,2,,,,,,"1 inside box goal, 1 left foot goal",Messi,Barcelona
m_8,2005-04-17,04/05,La Liga,,H,Barcelona,Getafe,win,0,0,4,,,,,,,Messi,Barcelona
m_7,2004-12-21,04/05,La Liga,,H,Barcelona,Levante,win,0,0,32,,,,,,,Messi,Barcelona
m_6,2004-12-11,04/05,La Liga,,A,Albacete Balompie,Barcelona,win,0,0,1,,,,,,,Messi,Barcelona
m_5,2004-12-07,04/05,Champs League,Group,A,Shakhtar Donetsk,Barcelona,loss,0,0,90,,,,,,,Messi,Barcelona
m_4,2004-12-04,04/05,La Liga,,H,Barcelona,Malaga,win,0,0,7,,,,,,,Messi,Barcelona
m_3,2004-10-27,04/05,Copa del Rey,R64,A,UDA Gramenet,Barcelona,loss,0,0,73,,,,,,,Messi,Barcelona
m_2,2004-10-24,04/05,La Liga,,H,Barcelona,Osasuna,win,0,0,18,,,,,,,Messi,Barcelona
m_1,2004-10-16,04/05,La Liga,,A,Espanyol,Barcelona,win,0,0,7,,,,,,,Messi,Barcelona
