match_no,date,season,competition,stage,home_or_away,home_team,away_team,win_or_loss,goals,assists,mins_played,abs_rating,shots,shots_on_target,key_passes,motm,final_remarks,Name,Team
r_277,2007-09-29,07/08,Premier League,,A,Birmingham City,Manchester United,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Ronaldo,Manchester United
r_276,2007-09-23,07/08,Premier League,,H,Manchester United,Chelsea,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_275,2007-09-19,07/08,Champs League,Group,A,Sporting CP,Manchester United,win,1,0,87,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Manchester United
r_274,2007-09-15,07/08,Premier League,,A,Everton,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_273,2007-09-12,07/08,Euros Qualifier,,H,Portugal,Serbia,draw,0,0,90,,,,,,,Ronaldo,Portugal
r_272,2007-09-08,07/08,Euros Qualifier,,H,Portugal,Poland,draw,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Portugal
r_271,2007-08-22,07/08,Euros Qualifier,,A,Armenia,Portugal,draw,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Ronaldo,Portugal
r_270,2007-08-15,07/08,Premier League,,A,Portsmouth,Manchester United,draw,0,0,85,,,,,,,Ronaldo,Manchester United
r_269,2007-08-12,07/08,Premier League,,H,Manchester United,Reading,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_268,2007-08-05,07/08,FA Community Shield,Final,N,Manchester United,Chelsea,win,0,0,120,,,,,,,Ronaldo,Manchester United
r_267,2007-05-19,06/07,FA Cup,Final,N,Manchester United,Chelsea,loss,0,0,120,,,,,,,Ronaldo,Manchester United
r_266,2007-05-13,06/07,Premier League,,H,Manchester United,West Ham United,loss,0,0,32,,,,,,,Ronaldo,Manchester United
r_265,2007-05-05,06/07,Premier League,,A,Manchester City,Manchester United,win,1,0,90,,,,,,"1 pen goal, 1 right foot goal",Ronaldo,Manchester United
r_264,2007-05-02,06/07,Champs League,SF,A,AC Milan,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_263,2007-04-28,06/07,Premier League,,A,Everton,Manchester United,win,0,0,27,,,,,,,Ronaldo,Manchester United
r_262,2007-04-24,06/07,Champs League,SF,H,Manchester United,AC Milan,win,1,0,90,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Manchester United
r_261,2007-04-21,06/07,Premier League,,H,Manchester United,Middlesbrough,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_260,2007-04-17,06/07,Premier League,,H,Manchester United,Sheffield United,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_259,2007-04-14,06/07,FA Cup,SF,N,Manchester United,Watford,win,1,0,78,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_258,2007-04-10,06/07,Champs League,QF,H,Manchester United,Roma,win,2,1,90,,,,,,"2 inside box goal, 2 right foot goal",Ronaldo,Manchester United
r_257,2007-04-07,06/07,Premier League,,A,Portsmouth,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_256,2007-04-04,06/07,Champs League,QF,A,Roma,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_255,2007-03-31,06/07,Premier League,,H,Manchester United,Blackburn Rovers,win,0,0,84,,,,,,,Ronaldo,Manchester United
r_254,2007-03-28,06/07,Euros Qualifier,,A,Serbia,Portugal,draw,0,0,90,,,,,,,Ronaldo,Portugal
r_253,2007-03-24,06/07,Euros Qualifier,,H,Portugal,Belgium,win,2,1,78,,,,,,"1 inside box goal, 1 outside box goal, 1 left foot goal, 1 header goal",Ronaldo,Portugal
r_252,2007-03-19,06/07,FA Cup,QF,H,Manchester United,Middlesbrough,win,1,0,90,,,,,,"1 pen goal, 1 right foot goal",Ronaldo,Manchester United
r_251,2007-03-17,06/07,Premier League,,H,Manchester United,Bolton Wanderers,win,0,2,70,,,,,,,Ronaldo,Manchester United
r_250,2007-03-10,06/07,FA Cup,QF,A,Middlesbrough,Manchester United,draw,1,0,90,,,,,,"1 pen goal, 1 right foot goal",Ronaldo,Manchester United
r_249,2007-03-07,06/07,Champs League,R16,H,Manchester United,Lille,win,0,1,82,,,,,,,Ronaldo,Manchester United
r_248,2007-03-03,06/07,Premier League,,A,Liverpool,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_247,2007-02-27,06/07,FA Cup,R16,A,Reading,Manchester United,win,0,0,2,,,,,,,Ronaldo,Manchester United
r_246,2007-02-24,06/07,Premier League,,A,Fulham,Manchester United,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_245,2007-02-20,06/07,Champs League,R16,A,Lille,Manchester United,win,0,0,67,,,,,,,Ronaldo,Manchester United
r_244,2007-02-17,06/07,FA Cup,R16,H,Manchester United,Reading,draw,0,1,90,,,,,,,Ronaldo,Manchester United
r_243,2007-02-06,06/07,International Friendly,,N,Portugal,Brazil,win,0,0,63,,,,,,,Ronaldo,Portugal
r_242,2007-02-04,06/07,Premier League,,A,Tottenham Hotspur,Manchester United,win,1,1,68,,,,,,"1 pen goal, 1 right foot goal",Ronaldo,Manchester United
r_241,2007-01-31,06/07,Premier League,,H,Manchester United,Watford,win,1,1,90,,,,,,"1 pen goal, 1 right foot goal",Ronaldo,Manchester United
r_240,2007-01-21,06/07,Premier League,,A,Arsenal,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_239,2007-01-13,06/07,Premier League,,H,Manchester United,Aston Villa,win,1,0,90,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Manchester United
r_238,2007-01-07,06/07,FA Cup,R64,H,Manchester United,Aston Villa,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_237,2007-01-01,06/07,Premier League,,A,Newcastle United,Manchester United,draw,0,1,90,,,,,,,Ronaldo,Manchester United
r_236,2006-12-30,06/07,Premier League,,H,Manchester United,Reading,win,2,1,78,,,,,,"2 inside box goal, 2 right foot goal",Ronaldo,Manchester United
r_235,2006-12-26,06/07,Premier League,,H,Manchester United,Wigan Athletic,win,2,0,45,,,,,,"2 inside box goal, 1 right foot goal, 1 header goal, 1 pen missed",Ronaldo,Manchester United
r_234,2006-12-23,06/07,Premier League,,A,Aston Villa,Manchester United,win,2,0,90,,,,,,"2 inside box goal, 2 right foot goal",Ronaldo,Manchester United
r_233,2006-12-17,06/07,Premier League,,A,West Ham United,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_232,2006-12-09,06/07,Premier League,,H,Manchester United,Manchester City,win,1,1,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_231,2006-12-06,06/07,Champs League,Group,H,Manchester United,Benfica,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_230,2006-12-02,06/07,Premier League,,A,Middlesbrough,Manchester United,win,0,0,86,,,,,,,Ronaldo,Manchester United
r_229,2006-11-29,06/07,Premier League,,H,Manchester United,Everton,win,1,0,68,,,,,,"1 outside box goal, 1 right foot goal",Ronaldo,Manchester United
r_228,2006-11-26,06/07,Premier League,,H,Manchester United,Chelsea,draw,0,0,86,,,,,,,Ronaldo,Manchester United
r_227,2006-11-21,06/07,Champs League,Group,A,Celtic,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_226,2006-11-18,06/07,Premier League,,A,Sheffield United,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_225,2006-11-15,06/07,Euros Qualifier,,H,Portugal,Kazakhstan,win,1,0,58,,,,,,"1 outside box goal, 1 right foot goal",Ronaldo,Portugal
r_224,2006-11-11,06/07,Premier League,,A,Blackburn Rovers,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_223,2006-11-07,06/07,League Cup,R16,A,Southend United,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_222,2006-11-04,06/07,Premier League,,H,Manchester United,Portsmouth,win,1,0,75,,,,,,"1 free kick goal, 1 right foot goal",Ronaldo,Manchester United
r_221,2006-11-01,06/07,Champs League,Group,A,FC Copenhagen,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_220,2006-10-28,06/07,Premier League,,A,Bolton Wanderers,Manchester United,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_219,2006-10-17,06/07,Champs League,Group,H,Manchester United,FC Copenhagen,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_218,2006-10-11,06/07,Euros Qualifier,,A,Poland,Portugal,loss,0,0,90,,,,,,,Ronaldo,Portugal
r_217,2006-10-07,06/07,Euros Qualifier,,H,Portugal,Azerbaijan,win,2,0,73,,,,,,"2 inside box goal, 1 left foot goal, 1 header goal",Ronaldo,Portugal
r_216,2006-10-01,06/07,Premier League,,H,Manchester United,Newcastle United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_215,2006-09-26,06/07,Champs League,Group,A,Benfica,Manchester United,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_214,2006-09-23,06/07,Premier League,,A,Reading,Manchester United,draw,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_213,2006-09-17,06/07,Premier League,,H,Manchester United,Arsenal,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_212,2006-09-09,06/07,Premier League,,H,Manchester United,Tottenham Hotspur,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_211,2006-09-06,06/07,Euros Qualifier,,A,Finland,Portugal,draw,0,0,90,,,,,,,Ronaldo,Portugal
r_210,2006-09-01,06/07,International Friendly,,A,Denmark,Portugal,loss,0,1,66,,,,,,1 pen missed,Ronaldo,Portugal
r_209,2006-08-26,06/07,Premier League,,A,Watford,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_208,2006-08-23,06/07,Premier League,,A,Charlton Athletic,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_207,2006-08-20,06/07,Premier League,,H,Manchester United,Fulham,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_206,2006-07-08,05/06,World Cup,3rd P/O,A,Germany,Portugal,loss,0,0,90,6.6,5.0,2.0,3.0,No,,Ronaldo,Portugal
r_205,2006-07-05,05/06,World Cup,SF,N,Portugal,France,loss,0,0,90,7.2,4.0,1.0,3.0,No,,Ronaldo,Portugal
r_204,2006-07-01,05/06,World Cup,QF,N,Portugal,England,win,0,0,120,6.8,6.0,2.0,0.0,No,,Ronaldo,Portugal
r_203,2006-06-25,05/06,World Cup,R16,N,Portugal,Netherlands,win,0,0,34,6.6,0.0,0.0,0.0,No,,Ronaldo,Portugal
r_202,2006-06-17,05/06,World Cup,Group,N,Portugal,Iran,win,1,0,90,7.8,7.0,3.0,2.0,No,"1 pen goal, 1 right foot goal",Ronaldo,Portugal
r_201,2006-06-11,05/06,World Cup,Group,N,Portugal,Angola,win,0,0,60,6.5,4.0,1.0,0.0,No,,Ronaldo,Portugal
r_200,2006-06-03,05/06,International Friendly,,N,Portugal,Luxembourg,win,0,0,70,,,,,,,Ronaldo,Portugal
r_199,2006-05-27,05/06,International Friendly,,H,Portugal,Cape Verde,win,0,0,61,,,,,,,Ronaldo,Portugal
r_198,2006-05-07,05/06,Premier League,,H,Manchester United,Charlton Athletic,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Ronaldo,Manchester United
r_197,2006-05-01,05/06,Premier League,,H,Manchester United,Middlesbrough,draw,0,0,34,,,,,,,Ronaldo,Manchester United
r_196,2006-04-29,05/06,Premier League,,A,Chelsea,Manchester United,loss,0,0,64,,,,,,,Ronaldo,Manchester United
r_195,2006-04-17,05/06,Premier League,,A,Tottenham Hotspur,Manchester United,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_194,2006-04-14,05/06,Premier League,,H,Manchester United,Sunderland,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_193,2006-04-09,05/06,Premier League,,H,Manchester United,Arsenal,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_192,2006-04-01,05/06,Premier League,,A,Bolton Wanderers,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_191,2006-03-29,05/06,Premier League,,H,Manchester United,West Ham United,win,0,0,87,,,,,,,Ronaldo,Manchester United
r_190,2006-03-26,05/06,Premier League,,H,Manchester United,Birmingham City,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_189,2006-03-18,05/06,Premier League,,A,West Bromwich Albion,Manchester United,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_188,2006-03-12,05/06,Premier League,,H,Manchester United,Newcastle United,win,0,0,75,,,,,,,Ronaldo,Manchester United
r_187,2006-03-06,05/06,Premier League,,A,Wigan Athletic,Manchester United,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_186,2006-03-01,05/06,International Friendly,,N,Portugal,Saudi Arabia,win,2,0,90,,,,,,"2 inside box goal, 1 left foot goal, 1 header goal",Ronaldo,Portugal
r_185,2006-02-26,05/06,League Cup,Final,N,Manchester United,Wigan Athletic,win,1,0,73,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_184,2006-02-18,05/06,FA Cup,R16,A,Liverpool,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_183,2006-02-11,05/06,Premier League,,A,Portsmouth,Manchester United,win,2,0,90,,,,,,"1 inside box goal, 1 outside box goal, 1 left foot goal, 1 right foot goal",Ronaldo,Manchester United
r_182,2006-02-04,05/06,Premier League,,H,Manchester United,Fulham,win,2,0,90,,,,,,"1 free kick goal, 1 inside box goal, 2 right foot goal",Ronaldo,Manchester United
r_181,2006-02-01,05/06,Premier League,,A,Blackburn Rovers,Manchester United,loss,0,1,90,,,,,,,Ronaldo,Manchester United
r_180,2006-01-14,05/06,Premier League,,A,Manchester City,Manchester United,loss,0,0,66,,,,,,,Ronaldo,Manchester United
r_179,2006-01-11,05/06,League Cup,SF,A,Blackburn Rovers,Manchester United,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_178,2006-01-08,05/06,FA Cup,R64,A,Burton Albion,Manchester United,draw,0,0,31,,,,,,,Ronaldo,Manchester United
r_177,2006-01-03,05/06,Premier League,,A,Arsenal,Manchester United,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_176,2005-12-31,05/06,Premier League,,H,Manchester United,Bolton Wanderers,win,2,0,90,,,,,,"2 inside box goal, 1 left foot goal, 1 right foot goal",Ronaldo,Manchester United
r_175,2005-12-28,05/06,Premier League,,A,Birmingham City,Manchester United,draw,0,0,83,,,,,,,Ronaldo,Manchester United
r_174,2005-12-20,05/06,League Cup,QF,A,Birmingham City,Manchester United,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_173,2005-12-17,05/06,Premier League,,A,Aston Villa,Manchester United,win,0,0,28,,,,,,,Ronaldo,Manchester United
r_172,2005-12-14,05/06,Premier League,,H,Manchester United,Wigan Athletic,win,0,0,20,,,,,,,Ronaldo,Manchester United
r_171,2005-12-11,05/06,Premier League,,H,Manchester United,Everton,draw,0,0,26,,,,,,,Ronaldo,Manchester United
r_170,2005-12-07,05/06,Champs League,Group,A,Benfica,Manchester United,loss,0,0,67,,,,,,,Ronaldo,Manchester United
r_169,2005-12-03,05/06,Premier League,,H,Manchester United,Portsmouth,win,0,1,25,,,,,,,Ronaldo,Manchester United
r_168,2005-11-30,05/06,League Cup,R16,H,Manchester United,West Bromwich Albion,win,1,0,90,,,,,,"1 pen goal, 1 right foot goal",Ronaldo,Manchester United
r_167,2005-11-22,05/06,Champs League,Group,H,Manchester United,Villarreal,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_166,2005-11-19,05/06,Premier League,,A,Charlton Athletic,Manchester United,win,0,0,75,,,,,,,Ronaldo,Manchester United
r_165,2005-11-15,05/06,International Friendly,,A,Northern Ireland,Portugal,draw,0,0,68,,,,,,,Ronaldo,Portugal
r_164,2005-11-12,05/06,International Friendly,,H,Portugal,Croatia,win,0,1,76,,,,,,,Ronaldo,Portugal
r_163,2005-11-06,05/06,Premier League,,H,Manchester United,Chelsea,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_162,2005-11-02,05/06,Champs League,Group,A,Lille,Manchester United,loss,0,0,89,,,,,,,Ronaldo,Manchester United
r_161,2005-10-29,05/06,Premier League,,A,Middlesbrough,Manchester United,loss,1,0,30,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Manchester United
r_160,2005-10-22,05/06,Premier League,,H,Manchester United,Tottenham Hotspur,draw,0,0,15,,,,,,,Ronaldo,Manchester United
r_159,2005-10-18,05/06,Champs League,Group,H,Manchester United,Lille,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_158,2005-10-15,05/06,Premier League,,A,Sunderland,Manchester United,win,0,0,89,,,,,,,Ronaldo,Manchester United
r_157,2005-10-12,05/06,World Cup Qualifier,,H,Portugal,Latvia,win,0,0,45,,,,,,,Ronaldo,Portugal
r_156,2005-10-08,05/06,World Cup Qualifier,,H,Portugal,Liechtenstein,win,0,1,84,,,,,,,Ronaldo,Portugal
r_155,2005-10-01,05/06,Premier League,,A,Fulham,Manchester United,win,0,0,13,,,,,,,Ronaldo,Manchester United
r_154,2005-09-27,05/06,Champs League,Group,H,Manchester United,Benfica,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_153,2005-09-24,05/06,Premier League,,H,Manchester United,Blackburn Rovers,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_152,2005-09-18,05/06,Premier League,,A,Liverpool,Manchester United,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_151,2005-09-14,05/06,Champs League,Group,A,Villarreal,Manchester United,draw,0,0,80,,,,,,,Ronaldo,Manchester United
r_150,2005-09-07,05/06,World Cup Qualifier,,A,Russia,Portugal,draw,0,0,90,,,,,,,Ronaldo,Portugal
r_149,2005-09-03,05/06,World Cup Qualifier,,H,Portugal,Luxembourg,win,0,0,62,,,,,,,Ronaldo,Portugal
r_148,2005-08-28,05/06,Premier League,,A,Newcastle United,Manchester United,win,0,0,85,,,,,,,Ronaldo,Manchester United
r_147,2005-08-24,05/06,Champions League Qualifying,Qualifier,A,Debrecen,Manchester United,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_146,2005-08-20,05/06,Premier League,,H,Manchester United,Aston Villa,win,0,0,31,,,,,,,Ronaldo,Manchester United
r_145,2005-08-09,05/06,Champions League Qualifying,Qualifier,H,Manchester United,Debrecen,win,1,0,67,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_144,2005-06-08,04/05,World Cup Qualifier,,A,Estonia,Portugal,win,1,0,88,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Portugal
r_143,2005-06-04,04/05,World Cup Qualifier,,H,Portugal,Slovakia,win,1,0,77,,,,,,"1 free kick goal, 1 right foot goal",Ronaldo,Portugal
r_142,2005-05-21,04/05,FA Cup,Final,N,Manchester United,Arsenal,loss,0,0,120,,,,,,,Ronaldo,Manchester United
r_141,2005-05-10,04/05,Premier League,,H,Manchester United,Chelsea,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_140,2005-05-07,04/05,Premier League,,H,Manchester United,West Bromwich Albion,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_139,2005-04-24,04/05,Premier League,,H,Manchester United,Newcastle United,win,0,0,54,,,,,,,Ronaldo,Manchester United
r_138,2005-04-20,04/05,Premier League,,A,Everton,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_137,2005-04-17,04/05,FA Cup,SF,N,Manchester United,Newcastle United,win,1,2,78,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_136,2005-04-09,04/05,Premier League,,A,Norwich City,Manchester United,loss,0,0,69,,,,,,,Ronaldo,Manchester United
r_135,2005-04-02,04/05,Premier League,,H,Manchester United,Blackburn Rovers,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_134,2005-03-30,04/05,World Cup Qualifier,,A,Slovakia,Portugal,draw,0,0,90,,,,,,,Ronaldo,Portugal
r_133,2005-03-26,04/05,International Friendly,,H,Portugal,Canada,win,0,0,45,,,,,,,Ronaldo,Portugal
r_132,2005-03-19,04/05,Premier League,,H,Manchester United,Fulham,win,1,0,90,,,,,,"1 outside box goal, 1 right foot goal",Ronaldo,Manchester United
r_131,2005-03-12,04/05,FA Cup,QF,A,Southampton,Manchester United,win,1,0,68,,,,,,"1 inside box goal, 1 left foot goal",Ronaldo,Manchester United
r_130,2005-03-08,04/05,Champs League,R16,A,AC Milan,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_129,2005-03-05,04/05,Premier League,,A,Crystal Palace,Manchester United,draw,0,0,35,,,,,,,Ronaldo,Manchester United
r_128,2005-02-26,04/05,Premier League,,H,Manchester United,Portsmouth,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_127,2005-02-23,04/05,Champs League,R16,H,Manchester United,AC Milan,loss,0,0,63,,,,,,,Ronaldo,Manchester United
r_126,2005-02-19,04/05,FA Cup,R16,A,Everton,Manchester United,win,1,1,90,,,,,,"1 inside box goal, 1 left foot goal",Ronaldo,Manchester United
r_125,2005-02-13,04/05,Premier League,,A,Manchester City,Manchester United,win,0,0,58,,,,,,,Ronaldo,Manchester United
r_124,2005-02-09,04/05,International Friendly,,A,Republic of Ireland,Portugal,loss,0,0,70,,,,,,,Ronaldo,Portugal
r_123,2005-02-05,04/05,Premier League,,H,Manchester United,Birmingham City,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_122,2005-02-01,04/05,Premier League,,A,Arsenal,Manchester United,win,2,0,71,,,,,,"2 inside box goal, 2 left foot goal",Ronaldo,Manchester United
r_121,2005-01-29,04/05,FA Cup,R32,H,Manchester United,Middlesbrough,win,0,0,72,,,,,,,Ronaldo,Manchester United
r_120,2005-01-26,04/05,League Cup,SF,H,Manchester United,Chelsea,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_119,2005-01-22,04/05,Premier League,,H,Manchester United,Aston Villa,win,1,0,90,,,,,,"1 outside box goal, 1 right foot goal",Ronaldo,Manchester United
r_118,2005-01-19,04/05,FA Cup,R64,A,Exeter City,Manchester United,win,1,0,90,,,,,,"1 inside box goal, 1 left foot goal",Ronaldo,Manchester United
r_117,2005-01-15,04/05,Premier League,,A,Liverpool,Manchester United,win,0,1,67,,,,,,,Ronaldo,Manchester United
r_116,2005-01-12,04/05,League Cup,SF,A,Chelsea,Manchester United,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_115,2005-01-08,04/05,FA Cup,R64,H,Manchester United,Exeter City,draw,0,0,27,,,,,,,Ronaldo,Manchester United
r_114,2005-01-04,04/05,Premier League,,H,Manchester United,Tottenham Hotspur,draw,0,0,83,,,,,,,Ronaldo,Manchester United
r_113,2005-01-01,04/05,Premier League,,A,Middlesbrough,Manchester United,win,0,0,77,,,,,,,Ronaldo,Manchester United
r_112,2004-12-28,04/05,Premier League,,A,Aston Villa,Manchester United,win,0,0,30,,,,,,,Ronaldo,Manchester United
r_111,2004-12-26,04/05,Premier League,,H,Manchester United,Bolton Wanderers,win,0,1,69,,,,,,,Ronaldo,Manchester United
r_110,2004-12-13,04/05,Premier League,,A,Fulham,Manchester United,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_109,2004-12-08,04/05,Champs League,Group,A,Fenerbahce,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_108,2004-12-04,04/05,Premier League,,H,Manchester United,Southampton,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_107,2004-11-27,04/05,Premier League,,A,West Bromwich Albion,Manchester United,win,0,0,19,,,,,,,Ronaldo,Manchester United
r_106,2004-11-23,04/05,Champs League,Group,H,Manchester United,Lyon,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_105,2004-11-17,04/05,World Cup Qualifier,,A,Luxembourg,Portugal,win,1,0,90,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Portugal
r_104,2004-11-14,04/05,Premier League,,A,Newcastle United,Manchester United,win,0,0,83,,,,,,,Ronaldo,Manchester United
r_103,2004-11-07,04/05,Premier League,,H,Manchester United,Manchester City,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_102,2004-11-03,04/05,Champs League,Group,H,Manchester United,Sparta Prague,win,0,0,69,,,,,,,Ronaldo,Manchester United
r_101,2004-10-30,04/05,Premier League,,A,Portsmouth,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_100,2004-10-24,04/05,Premier League,,H,Manchester United,Arsenal,win,0,0,85,,,,,,,Ronaldo,Manchester United
r_99,2004-10-19,04/05,Champs League,Group,A,Sparta Prague,Manchester United,draw,0,0,10,,,,,,,Ronaldo,Manchester United
r_98,2004-10-16,04/05,Premier League,,A,Birmingham City,Manchester United,draw,0,0,76,,,,,,,Ronaldo,Manchester United
r_97,2004-10-13,04/05,World Cup Qualifier,,H,Portugal,Russia,win,2,1,85,,,,,,"1 inside box goal, 1 outside box goal, 1 left foot goal, 1 right foot goal",Ronaldo,Portugal
r_96,2004-10-09,04/05,World Cup Qualifier,,A,Liechtenstein,Portugal,draw,0,0,62,,,,,,,Ronaldo,Portugal
r_95,2004-10-03,04/05,Premier League,,H,Manchester United,Middlesbrough,draw,0,1,90,,,,,,,Ronaldo,Manchester United
r_94,2004-09-25,04/05,Premier League,,A,Tottenham Hotspur,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_93,2004-09-20,04/05,Premier League,,H,Manchester United,Liverpool,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_92,2004-09-15,04/05,Champs League,Group,A,Lyon,Manchester United,draw,0,1,90,,,,,,,Ronaldo,Manchester United
r_91,2004-09-11,04/05,Premier League,,A,Bolton Wanderers,Manchester United,draw,0,0,26,,,,,,,Ronaldo,Manchester United
r_90,2004-09-08,04/05,World Cup Qualifier,,H,Portugal,Estonia,win,1,2,90,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Portugal
r_89,2004-09-04,04/05,World Cup Qualifier,,A,Latvia,Portugal,win,1,1,82,,,,,,"1 inside box goal, 1 left foot goal",Ronaldo,Portugal
r_88,2004-08-30,04/05,Premier League,,H,Manchester United,Everton,draw,0,0,81,,,,,,,Ronaldo,Manchester United
r_87,2004-08-28,04/05,Premier League,,A,Blackburn Rovers,Manchester United,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_86,2004-08-25,04/05,Champions League Qualifying,Qualifier,H,Manchester United,Dinamo Bucharest,win,0,0,64,,,,,,,Ronaldo,Manchester United
r_85,2004-08-21,04/05,Premier League,,H,Manchester United,Norwich City,win,0,0,6,,,,,,,Ronaldo,Manchester United
r_84,2004-07-04,03/04,UEFA Euros,Final,H,Portugal,Greece,loss,0,0,90,,,,,,,Ronaldo,Portugal
r_83,2004-06-30,03/04,UEFA Euros,SF,H,Portugal,Netherlands,win,1,1,67,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Portugal
r_82,2004-06-24,03/04,UEFA Euros,QF,H,Portugal,England,win,0,0,120,,,,,,,Ronaldo,Portugal
r_81,2004-06-20,03/04,UEFA Euros,Group,H,Portugal,Spain,win,0,0,85,,,,,,,Ronaldo,Portugal
r_80,2004-06-16,03/04,UEFA Euros,Group,H,Portugal,Russia,win,0,1,12,,,,,,,Ronaldo,Portugal
r_79,2004-06-12,03/04,UEFA Euros,Group,H,Portugal,Greece,loss,1,0,45,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Portugal
r_78,2004-06-05,03/04,International Friendly,,H,Portugal,Lithuania,win,0,0,26,,,,,,,Ronaldo,Portugal
r_77,2004-05-29,03/04,International Friendly,,H,Portugal,Luxembourg,win,0,0,45,,,,,,,Ronaldo,Portugal
